location,zip,Unique Neighborhoods,Unique Zip Code,date,time,offenseCatagory,crimeSeverity,uniqueOffenses,severityIndex,offenseType,count,matchingZips
Portsmouth,97203,,,4/8/20,2045,Assault Offenses,10,,,Aggravated Assault,1,
Portsmouth,97203,,,8/14/20,1000,Fraud Offenses,1,,,Identity Theft,1,
Portsmouth,97203,,,2/2/20,1306,Assault Offenses,10,,,Intimidation,1,
Kenton,97217,,,6/22/20,2031,Vandalism,4,,,Vandalism,1,
Kenton,97217,,,6/26/20,152,Vandalism,4,,,Vandalism,1,
St Johns,97203,,,3/15/20,1330,Vandalism,4,,,Vandalism,1,
St Johns,97203,,,5/31/20,1630,Assault Offenses,10,,,Simple Assault,1,
St Johns,97203,,,10/17/20,1420,Larceny Offenses,5,,,All Other Larceny,1,
Portsmouth,97203,,,8/17/20,800,Larceny Offenses,5,,,All Other Larceny,1,
Portsmouth,97203,,,10/10/20,1252,Burglary,10,,,Burglary,1,
Portsmouth,97203,,,2/6/20,2355,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Portsmouth,97203,,,11/5/20,1645,Fraud Offenses,1,,,Identity Theft,1,
St Johns,97203,,,4/29/20,2000,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,5/30/20,2000,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,6/18/20,2300,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,9/22/20,1155,Robbery,8,,,Robbery,1,
St Johns,97203,,,10/30/20,1845,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
St Johns,97203,,,4/26/20,538,Larceny Offenses,5,,,Shoplifting,1,
Portsmouth,97203,,,3/20/20,912,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Portsmouth,97203,,,5/5/20,1930,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Portsmouth,97203,,,6/17/20,800,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Portsmouth,97203,,,7/30/20,2255,Vandalism,4,,,Vandalism,1,
Portsmouth,97203,,,2/18/20,1900,Vandalism,4,,,Vandalism,1,
Portsmouth,97203,,,3/4/20,1500,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Portsmouth,97203,,,7/3/20,2000,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Portsmouth,97203,,,7/1/20,1400,Larceny Offenses,5,,,All Other Larceny,1,
Kenton,97217,,,4/28/20,1800,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,5/4/20,600,Larceny Offenses,5,,,All Other Larceny,1,
St Johns,97203,,,3/23/20,1923,Vandalism,4,,,Vandalism,1,
St Johns,97203,,,6/17/20,1800,Vandalism,4,,,Vandalism,1,
St Johns,97203,,,5/29/20,12,Assault Offenses,10,,,Simple Assault,1,
East Columbia,97211,,,6/9/20,1700,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
East Columbia,97211,,,6/19/20,1700,Vandalism,4,,,Vandalism,1,
Portsmouth,97203,,,7/24/20,1600,Burglary,10,,,Burglary,1,
Portsmouth,97203,,,8/12/20,45,Vandalism,4,,,Vandalism,1,
Portsmouth,97203,,,1/17/20,949,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Portsmouth,97203,,,2/3/20,600,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Portsmouth,97203,,,2/19/20,2200,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Portsmouth,97203,,,5/9/20,1652,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Portsmouth,97203,,,7/8/20,605,Assault Offenses,10,,,Aggravated Assault,1,
Portsmouth,97203,,,7/8/20,605,Larceny Offenses,5,,,All Other Larceny,1,
Portsmouth,97203,,,9/13/20,2100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Portsmouth,97203,,,1/1/20,1340,Fraud Offenses,1,,,Identity Theft,1,
Portsmouth,97203,,,4/2/20,1020,Larceny Offenses,5,,,All Other Larceny,1,
Portsmouth,97203,,,7/9/20,1525,Vandalism,4,,,Vandalism,1,
Portsmouth,97203,,,7/11/20,1130,Vandalism,4,,,Vandalism,1,
Portsmouth,97203,,,11/2/20,800,Vandalism,4,,,Vandalism,1,
East Columbia,97211,,,1/7/20,831,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
East Columbia,97211,,,9/4/20,1500,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,10/9/20,2000,Vandalism,4,,,Vandalism,1,
Madison South,97220,,,2/8/20,542,Vandalism,4,,,Vandalism,1,
Madison South,97220,,,2/22/20,846,Burglary,10,,,Burglary,1,
Madison South,97220,,,2/24/20,2000,Burglary,10,,,Burglary,1,
Madison South,97220,,,4/19/20,1347,Vandalism,4,,,Vandalism,1,
Madison South,97220,,,7/22/20,1054,Burglary,10,,,Burglary,1,
Sumner,97220,,,5/13/20,2050,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Sumner,97220,,,5/9/20,800,Fraud Offenses,1,,,Identity Theft,1,
Sumner,97220,,,5/10/20,1830,Larceny Offenses,5,,,All Other Larceny,1,
Sumner,97220,,,7/11/20,1112,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Sumner,97220,,,9/15/20,1230,Assault Offenses,10,,,Intimidation,1,
East Columbia,97211,,,5/22/20,1200,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sumner,97220,,,1/15/20,357,Vandalism,4,,,Vandalism,1,
Sumner,97220,,,1/15/20,330,Vandalism,4,,,Vandalism,1,
Sumner,97220,,,9/23/20,1540,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Northwest Heights,97229,,,7/29/20,1018,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Forest Park,97229,,,8/21/20,1403,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,3/2/20,0,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Powellhurst-Gilbert,97236,,,11/15/20,1800,Fraud Offenses,1,,,Hacking/Computer Invasion,1,
Lents,97266,,,5/23/20,1225,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,1/1/20,1651,Assault Offenses,10,,,Simple Assault,1,
Montavilla,97213,,,1/1/20,1651,Assault Offenses,10,,,Simple Assault,1,
Montavilla,97213,,,4/9/20,1200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,5/14/20,2342,Assault Offenses,10,,,Aggravated Assault,1,
Lents,97266,,,5/14/20,2342,Weapon Law Violations,6,,,Weapons Law Violations,1,
Lents,97266,,,10/12/20,1400,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,11/19/20,1452,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,1/15/20,430,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,10/29/20,0,Assault Offenses,10,,,Intimidation,1,
Lents,97266,,,10/29/20,0,Fraud Offenses,1,,,Identity Theft,1,
Lents,97266,,,6/1/20,1250,Fraud Offenses,1,,,Identity Theft,1,
Lents,97266,,,11/28/20,1700,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,1/27/20,1000,Burglary,10,,,Burglary,1,
Lents,97266,,,10/7/20,1630,Larceny Offenses,5,,,All Other Larceny,1,
Powellhurst-Gilbert,97236,,,9/2/20,2000,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Lents,97266,,,1/21/20,1800,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Lents,97266,,,2/3/20,1021,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,10/28/20,0,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Lents,97266,,,10/30/20,2200,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,1/18/20,2130,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,10/30/20,521,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,9/19/20,1350,Larceny Offenses,5,,,All Other Larceny,1,
Montavilla,97213,,,2/16/20,1800,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Markham,97219,,,4/12/20,1900,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Multnomah,97219,,,8/30/20,0,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Multnomah,97219,,,10/10/20,1300,Burglary,10,,,Burglary,1,
Multnomah,97219,,,1/17/20,430,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Multnomah,97219,,,7/17/20,2000,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Multnomah,97219,,,7/17/20,2000,Vandalism,4,,,Vandalism,1,
Multnomah,97219,,,8/11/20,1715,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,9/20/20,2200,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,2/18/20,1545,Fraud Offenses,1,,,Identity Theft,1,
Kenton,97217,,,4/27/20,1910,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
St Johns,97203,,,3/15/20,930,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,2/20/20,2210,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,7/24/20,1730,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,10/9/20,100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,11/29/20,2200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,7/31/20,525,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
St Johns,97203,,,9/11/20,2000,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
Portsmouth,97203,,,10/13/20,1800,Larceny Offenses,5,,,All Other Larceny,1,
Portsmouth,97203,,,4/22/20,600,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,6/23/20,800,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Kenton,97217,,,3/31/20,915,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Cathedral Park,97203,,,7/4/20,2248,Assault Offenses,10,,,Simple Assault,1,
Cathedral Park,97203,,,7/4/20,2248,Burglary,10,,,Burglary,1,
Cathedral Park,97203,,,7/21/20,2320,Burglary,10,,,Burglary,1,
Kenton,97217,,,1/5/20,1900,Burglary,10,,,Burglary,1,
Kenton,97217,,,1/28/20,1900,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Portsmouth,97203,,,4/9/20,2100,Assault Offenses,10,,,Simple Assault,1,
Portsmouth,97203,,,6/14/20,1539,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Portsmouth,97203,,,6/30/20,2120,Assault Offenses,10,,,Aggravated Assault,1,
Portsmouth,97203,,,6/30/20,2120,Assault Offenses,10,,,Simple Assault,1,
Portsmouth,97203,,,6/30/20,2120,Vandalism,4,,,Vandalism,1,
Portsmouth,97203,,,10/13/20,1005,Assault Offenses,10,,,Simple Assault,1,
Portsmouth,97203,,,10/20/20,1540,Assault Offenses,10,,,Simple Assault,1,
Portsmouth,97203,,,11/21/20,650,Larceny Offenses,5,,,All Other Larceny,1,
Portsmouth,97203,,,11/23/20,1924,Assault Offenses,10,,,Simple Assault,1,
Portsmouth,97203,,,3/3/20,940,Larceny Offenses,5,,,Theft From Building,1,
Portsmouth,97203,,,10/16/20,2130,Larceny Offenses,5,,,Theft From Building,1,
Portsmouth,97203,,,1/29/20,1015,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
St Johns,97203,,,2/6/20,1100,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
St Johns,97203,,,6/17/20,835,Burglary,10,,,Burglary,1,
Kenton,97217,,,7/18/20,1000,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Cathedral Park,97203,,,7/2/20,736,Vandalism,4,,,Vandalism,1,
Cathedral Park,97203,,,11/30/20,1345,Larceny Offenses,5,,,All Other Larceny,1,
Cathedral Park,97203,,,1/15/20,720,Larceny Offenses,5,,,All Other Larceny,1,
St Johns,97203,,,10/18/20,1250,Vandalism,4,,,Vandalism,1,
St Johns,97203,,,8/4/20,1228,Larceny Offenses,5,,,Theft From Building,1,
St Johns,97203,,,8/30/20,1100,Larceny Offenses,5,,,All Other Larceny,1,
St Johns,97203,,,9/28/20,135,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Portsmouth,97203,,,2/21/20,1830,Assault Offenses,10,,,Aggravated Assault,1,
Portsmouth,97203,,,2/21/20,1830,Weapon Law Violations,6,,,Weapons Law Violations,1,
Portsmouth,97203,,,4/3/20,900,Fraud Offenses,1,,,Identity Theft,1,
Portsmouth,97203,,,5/28/20,300,Vandalism,4,,,Vandalism,1,
Portsmouth,97203,,,6/1/20,1550,Vandalism,4,,,Vandalism,1,
Portsmouth,97203,,,6/2/20,1905,Vandalism,4,,,Vandalism,1,
Kenton,97217,,,5/29/20,1709,Assault Offenses,10,,,Aggravated Assault,1,
St Johns,97203,,,3/28/20,0,Larceny Offenses,5,,,All Other Larceny,1,
St Johns,97203,,,7/29/20,2300,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
St Johns,97203,,,8/23/20,2125,Assault Offenses,10,,,Aggravated Assault,1,
St Johns,97203,,,11/25/20,2100,Vandalism,4,,,Vandalism,1,
St Johns,97203,,,8/18/20,1220,Burglary,10,,,Burglary,1,
East Columbia,97211,,,10/13/20,2000,Burglary,10,,,Burglary,1,
Sumner,97220,,,5/3/20,219,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Sumner,97220,,,10/7/20,2200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Madison South,97220,,,11/27/20,100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Sumner,97220,,,7/26/20,400,Burglary,10,,,Burglary,1,
Madison South,97220,,,6/15/20,930,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,2/1/20,1800,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,3/23/20,2111,Pornography/Obscene Material,1,,,Pornography/Obscene Material,1,
Montavilla,97213,,,11/20/20,1044,Burglary,10,,,Burglary,1,
Montavilla,97213,,,11/24/20,1300,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
East Columbia,97211,,,1/19/20,1830,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
East Columbia,97211,,,1/22/20,1014,Assault Offenses,10,,,Simple Assault,1,
East Columbia,97211,,,1/30/20,1430,Vandalism,4,,,Vandalism,1,
East Columbia,97211,,,3/11/20,1930,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
East Columbia,97211,,,4/17/20,1200,Vandalism,4,,,Vandalism,1,
East Columbia,97211,,,5/9/20,1700,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
East Columbia,97211,,,5/12/20,1531,Larceny Offenses,5,,,All Other Larceny,1,
East Columbia,97211,,,6/1/20,0,Vandalism,4,,,Vandalism,1,
East Columbia,97211,,,6/23/20,2220,Burglary,10,,,Burglary,1,
East Columbia,97211,,,8/5/20,2245,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
East Columbia,97211,,,8/27/20,1412,Assault Offenses,10,,,Aggravated Assault,1,
East Columbia,97211,,,10/2/20,630,Burglary,10,,,Burglary,1,
East Columbia,97211,,,10/26/20,1835,Assault Offenses,10,,,Intimidation,1,
East Columbia,97211,,,11/2/20,1435,Vandalism,4,,,Vandalism,1,
East Columbia,97211,,,11/2/20,1725,Vandalism,4,,,Vandalism,1,
East Columbia,97211,,,11/2/20,1747,Assault Offenses,10,,,Aggravated Assault,1,
East Columbia,97211,,,11/4/20,5,Vandalism,4,,,Vandalism,1,
East Columbia,97211,,,9/20/20,2100,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Montavilla,97213,,,4/2/20,1431,Larceny Offenses,5,,,All Other Larceny,1,
Sumner,97220,,,4/4/20,800,Vandalism,4,,,Vandalism,1,
Sumner,97220,,,3/7/20,1930,Vandalism,4,,,Vandalism,1,
Sumner,97220,,,3/19/20,0,Vandalism,4,,,Vandalism,1,
Sumner,97220,,,3/18/20,0,Vandalism,4,,,Vandalism,1,
Sumner,97220,,,4/23/20,1110,Larceny Offenses,5,,,Shoplifting,1,
Sumner,97220,,,4/29/20,1331,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
Sumner,97220,,,6/6/20,2300,Burglary,10,,,Burglary,1,
Sumner,97220,,,6/17/20,1439,Larceny Offenses,5,,,Shoplifting,1,
Sumner,97220,,,8/8/20,2100,Larceny Offenses,5,,,Purse-Snatching,1,
Sumner,97220,,,8/24/20,1115,Larceny Offenses,5,,,Shoplifting,1,
Sumner,97220,,,9/4/20,2201,Vandalism,4,,,Vandalism,1,
Sumner,97220,,,9/9/20,1451,Larceny Offenses,5,,,Shoplifting,1,
Sumner,97220,,,11/1/20,1824,Drug/Narcotic Offenses,4,,,Drug/Narcotic Violations,1,
Sumner,97220,,,11/10/20,1230,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
Sumner,97220,,,11/1/20,1500,Larceny Offenses,5,,,Shoplifting,1,
Sumner,97220,,,9/28/20,1420,Larceny Offenses,5,,,All Other Larceny,1,
Sunderland,97218,,,8/4/20,1200,Larceny Offenses,5,,,All Other Larceny,1,
Madison South,97220,,,8/25/20,230,Vandalism,4,,,Vandalism,1,
East Columbia,97211,,,7/19/20,651,Burglary,10,,,Burglary,1,
Sumner,97220,,,3/25/20,615,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Northwest Heights,97229,,,1/22/20,1200,Larceny Offenses,5,,,All Other Larceny,1,
Montavilla,97213,,,1/31/20,140,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Montavilla,97213,,,11/25/20,1845,Vandalism,4,,,Vandalism,1,
Powellhurst-Gilbert,97236,,,8/19/20,57,Burglary,10,,,Burglary,1,
Powellhurst-Gilbert,97236,,,10/18/20,1740,Larceny Offenses,5,,,Theft From Building,1,
Lents,97266,,,6/27/20,0,Burglary,10,,,Burglary,1,
Lents,97266,,,11/28/20,900,Vandalism,4,,,Vandalism,1,
Lents,97266,,,11/4/20,2303,Vandalism,4,,,Vandalism,1,
Lents,97266,,,7/31/20,100,Vandalism,4,,,Vandalism,1,
Lents,97266,,,3/20/20,200,Arson,10,,,Arson,1,
Powellhurst-Gilbert,97236,,,3/31/20,30,Burglary,10,,,Burglary,1,
Powellhurst-Gilbert,97236,,,5/5/20,1734,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,7/1/20,1213,Weapon Law Violations,6,,,Weapons Law Violations,1,
Powellhurst-Gilbert,97236,,,8/14/20,328,Larceny Offenses,5,,,Theft From Building,1,
Powellhurst-Gilbert,97236,,,8/30/20,530,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Montavilla,97213,,,8/8/18,835,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Powellhurst-Gilbert,97236,,,8/30/20,530,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Montavilla,97213,,,10/19/20,1326,Larceny Offenses,5,,,All Other Larceny,1,
Lents,97266,,,1/15/20,1619,Vandalism,4,,,Vandalism,1,
Lents,97266,,,6/13/20,1200,Burglary,10,,,Burglary,1,
Lents,97266,,,9/6/20,2010,Vandalism,4,,,Vandalism,1,
Lents,97266,,,9/6/20,2254,Assault Offenses,10,,,Aggravated Assault,1,
Lents,97266,,,10/1/20,1,Larceny Offenses,5,,,All Other Larceny,1,
Lents,97266,,,10/19/20,947,Vandalism,4,,,Vandalism,1,
Lents,97266,,,9/4/20,1800,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,9/15/20,1630,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,9/15/20,2124,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,9/24/20,2000,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,10/4/20,1049,Burglary,10,,,Burglary,1,
Montavilla,97213,,,8/22/20,22,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,6/17/20,930,Burglary,10,,,Burglary,1,
Montavilla,97213,,,4/24/20,1233,Assault Offenses,10,,,Intimidation,1,
Powellhurst-Gilbert,97236,,,5/11/20,1141,Assault Offenses,10,,,Simple Assault,1,
Powellhurst-Gilbert,97236,,,6/13/20,1930,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Powellhurst-Gilbert,97236,,,9/18/20,1101,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Powellhurst-Gilbert,97236,,,9/20/20,1847,Larceny Offenses,5,,,All Other Larceny,1,
Montavilla,97213,,,11/10/20,100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,8/14/20,2200,Vandalism,4,,,Vandalism,1,
Lents,97266,,,9/17/20,800,Larceny Offenses,5,,,All Other Larceny,1,
Powellhurst-Gilbert,97236,,,5/26/20,331,Assault Offenses,10,,,Aggravated Assault,1,
Powellhurst-Gilbert,97236,,,9/17/20,8,Robbery,8,,,Robbery,1,
Powellhurst-Gilbert,97236,,,11/25/20,2049,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,5/27/20,2335,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Montavilla,97213,,,10/6/20,345,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Montavilla,97213,,,11/8/20,800,Vandalism,4,,,Vandalism,1,
Lents,97266,,,7/23/20,1330,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Markham,97219,,,2/23/20,1430,Larceny Offenses,5,,,All Other Larceny,1,
Markham,97219,,,8/4/20,2254,Weapon Law Violations,6,,,Weapons Law Violations,1,
Multnomah,97219,,,8/14/20,2200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Multnomah,97219,,,10/16/20,0,Vandalism,4,,,Vandalism,1,
Multnomah,97219,,,5/5/20,2045,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Multnomah,97219,,,9/14/20,1605,Larceny Offenses,5,,,All Other Larceny,1,
Multnomah,97219,,,2/23/20,2200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Multnomah,97219,,,4/24/20,557,Fraud Offenses,1,,,Identity Theft,1,
Multnomah,97219,,,5/10/20,110,Larceny Offenses,5,,,Shoplifting,1,
Multnomah,97219,,,6/1/20,355,Burglary,10,,,Burglary,1,
Multnomah,97219,,,11/15/20,635,Burglary,10,,,Burglary,1,
Collins View,97219,,,3/14/20,1500,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Portsmouth,97203,,,3/12/20,753,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,10/26/20,521,Larceny Offenses,5,,,Theft From Building,1,
St Johns,97203,,,2/7/20,1200,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
St Johns,97203,,,5/28/20,900,Larceny Offenses,5,,,All Other Larceny,1,
Kenton,97217,,,3/26/20,951,Larceny Offenses,5,,,All Other Larceny,1,
Kenton,97217,,,5/8/20,2000,Larceny Offenses,5,,,All Other Larceny,1,
Kenton,97217,,,4/28/20,0,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
Kenton,97217,,,4/28/20,0,Larceny Offenses,5,,,All Other Larceny,1,
Portsmouth,97203,,,10/12/20,0,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Portsmouth,97203,,,2/5/20,0,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Portsmouth,97203,,,10/15/20,535,Assault Offenses,10,,,Aggravated Assault,1,
Portsmouth,97203,,,6/27/20,1135,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Kenton,97217,,,2/10/20,2300,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Portsmouth,97203,,,1/20/20,424,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Portsmouth,97203,,,8/21/20,2100,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
St Johns,97203,,,3/20/20,1230,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
St Johns,97203,,,1/12/20,2200,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
St Johns,97203,,,4/3/20,1730,Burglary,10,,,Burglary,1,
Portsmouth,97203,,,5/18/20,331,Burglary,10,,,Burglary,1,
Portsmouth,97203,,,6/23/20,700,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Portsmouth,97203,,,2/6/20,500,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
St Johns,97203,,,4/16/20,23,Larceny Offenses,5,,,Shoplifting,1,
St Johns,97203,,,4/16/20,23,Robbery,8,,,Robbery,1,
St Johns,97203,,,8/2/20,1925,Larceny Offenses,5,,,Shoplifting,1,
St Johns,97203,,,8/25/20,235,Robbery,8,,,Robbery,1,
St Johns,97203,,,11/7/20,245,Larceny Offenses,5,,,Shoplifting,1,
Portsmouth,97203,,,2/9/20,2350,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Portsmouth,97203,,,6/9/20,300,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Portsmouth,97203,,,7/4/20,2215,Vandalism,4,,,Vandalism,1,
Portsmouth,97203,,,11/3/20,1055,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Kenton,97217,,,1/1/17,1300,Fraud Offenses,1,,,Identity Theft,1,
St Johns,97203,,,9/22/20,1644,Larceny Offenses,5,,,All Other Larceny,1,
St Johns,97203,,,4/10/20,1700,Larceny Offenses,5,,,All Other Larceny,1,
Kenton,97217,,,7/17/20,1730,Vandalism,4,,,Vandalism,1,
East Columbia,97211,,,1/14/20,2200,Vandalism,4,,,Vandalism,1,
Portsmouth,97203,,,5/28/20,1215,Larceny Offenses,5,,,All Other Larceny,1,
Portsmouth,97203,,,5/28/20,1240,Larceny Offenses,5,,,All Other Larceny,1,
Portsmouth,97203,,,3/9/20,800,Assault Offenses,10,,,Intimidation,1,
Portsmouth,97203,,,4/5/20,1530,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Portsmouth,97203,,,6/1/20,1,Vandalism,4,,,Vandalism,1,
Madison South,97220,,,1/16/20,1700,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Madison South,97220,,,11/11/20,1413,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Montavilla,97213,,,7/29/20,1159,Larceny Offenses,5,,,All Other Larceny,1,
Montavilla,97213,,,3/19/20,300,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,5/5/20,25,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,8/1/20,1100,Larceny Offenses,5,,,All Other Larceny,1,
Montavilla,97213,,,9/9/20,1839,Assault Offenses,10,,,Simple Assault,1,
Montavilla,97213,,,11/4/20,239,Assault Offenses,10,,,Aggravated Assault,1,
Montavilla,97213,,,8/25/20,1320,Larceny Offenses,5,,,Theft From Coin-Operated Machine or Device,1,
